10,0.792776
10,0.9437
10,1.04166
10,0.977996
10,0.945372
10,0.864076
10,0.969612
10,0.996776
10,0.994348
10,0.954724
50,1.653948
50,1.521972
50,1.666376
50,1.452304
50,1.307044
50,1.463936
50,1.386168
50,1.48006
50,1.447804
50,1.510432
100,3.958408
100,3.697784
100,3.587932
100,3.348932
100,3.405232
100,3.324024
100,3.589112
100,3.8235
100,3.416496
100,3.522384
200,17.92178
200,19.932464
200,22.593284
200,20.214868
200,19.317144
200,19.185992
200,19.400236
200,19.34938
200,19.680244
200,18.58774
400,27.38982
400,27.5302
400,28.251096
400,29.754168
400,27.633272
400,29.61806
400,30.30898
400,29.98336
400,28.743692
400,28.153488
500,830.667656
500,834.202628
500,839.641216
500,778.580216
500,837.925188
500,835.24204
500,833.830252
500,800.40778
500,793.551668
500,803.629584
150,9.329556
150,11.010108
150,9.464664
150,12.474192
150,7.466964
150,5.473064
150,6.520192
150,5.17278
150,5.209272
150,5.849284
250,96.198804
250,111.067632
250,93.015048
250,100.391292
250,99.057608
250,105.49004
250,89.361856
250,93.15996
250,92.406808
250,110.158216
350,240.98802
350,239.574224
350,244.18504
350,224.584568
350,238.718344
350,238.522632
350,248.058132
350,236.728076
350,241.968816
350,269.43962
450,578.52132
450,645.137108
450,578.396248
450,621.678068
450,605.40022
450,690.07056
450,608.509572
450,587.587076
450,615.368848
450,663.434832
